Mass Feature,Analysis Fraction,m/z,Retention Time (min),CX-SPE - Aloha,CX-SPE - PS,PPL - Aloha,PPL - PS,Tentative Compound ID
7284_RP,RP,285.83694,0.681,134020,    ND, 92688,929040,unknown
7285_RP,RP,285.8815,0.659,    ND,    ND,678980,308300,unknown
7298_RP,RP,286.07291,7.689,    ND,    ND,    ND,185540,unknown
7311_RP,RP,286.18039,6.098,1649800,    ND,    ND,    ND,unknown
7312_RP,RP,286.18616,1.244,    ND,    ND,2847400,    ND,unknown
7315_RP,RP,286.20166,9.21,    ND,    ND,    ND,5186700,unknown
7323_RP,RP,286.87924,0.655,    ND,    ND,125190,348240,unknown
7356_RP,RP,287.19662,4.741,3455900,    ND,7705500,    ND,unknown
7359_RP,RP,287.23312,5.315,    ND,    ND,393800,    ND,unknown
1696_HILICPos,HILICPos,287.23337,2.266,632370,    ND,1660600,    ND,unknown
7367_RP,RP,287.96799,0.816,    ND,    ND,471110,    ND,unknown
7384_RP,RP,288.15967,1.622,    ND,    ND,1118500,    ND,unknown
7397_RP,RP,288.18091,7.591,    ND,    ND,    ND,483300,unknown
7400_RP,RP,288.21713,5.945,    ND,    ND,    ND,901180,unknown
7403_RP,RP,288.21725,4.392,    ND,    ND,    ND,228160,unknown
7410_RP,RP,288.87656,0.66,    ND,    ND,    ND,155400,unknown
7428_RP,RP,289.1257,1.986,    ND,    ND,2802000,    ND,unknown
7438_RP,RP,289.24863,7.952,    ND,    ND,905840,939100,unknown
7439_RP,RP,289.83319,0.656,108420,    ND,1601300,735450,unknown
7440_RP,RP,289.9707,0.712,    ND,    ND,153920,    ND,unknown
7444_RP,RP,290.03076,8.282,    ND,    ND,    ND,222430,unknown
1709_HILICPos,HILICPos,290.0726,14.929,    ND,    ND,1318400,1590600,unknown
7452_RP,RP,290.13464,0.762,151830,184630,    ND,    ND,unknown
7453_RP,RP,290.1347,0.873, 97853,116060,    ND,410010,unknown
7455_RP,RP,290.15997,2.162,    ND,    ND,    ND,938390,unknown
7457_RP,RP,290.16006,3.509,    ND,    ND,    ND,5851500,unknown
7459_RP,RP,290.17133,0.932,    ND,551020,    ND,1575400,unknown
1715_HILICPos,HILICPos,290.19608,2.228,    ND,    ND,462520,1742200,unknown
7474_RP,RP,290.78751,0.656, 53630,    ND,11570000,4693100,unknown
1718_HILICPos,HILICPos,291.06998,8.019,    ND,367780,183430,403020,unknown
1721_HILICPos,HILICPos,291.134,2.243,    ND,    ND,5188100,3692900,unknown
7503_RP,RP,291.83017,0.673,154950,121240,1871600,789310,unknown
7504_RP,RP,291.87152,0.685,578150,267520,    ND,    ND,unknown
7543_RP,RP,292.78458,0.656, 74099,    ND,20723000,8276300,unknown
1731_HILICPos,HILICPos,293.14972,2.243,    ND,    ND,7152800,5071700,unknown
7586_RP,RP,293.86859,0.68,377530,245660,    ND,    ND,unknown
7587_RP,RP,293.89563,0.696,    ND,    ND,537300,288060,unknown
7590_RP,RP,293.99936,7.726,    ND,    ND,    ND,1548000,unknown
7596_RP,RP,294.11847,0.912,    ND, 49077,693110,615180,unknown
1734_HILICPos,HILICPos,294.13425,2.247,    ND,    ND,4971700,4613300,unknown
7601_RP,RP,294.15488,4.439,    ND,    ND,    ND,273590,unknown
7613_RP,RP,294.22751,1.072,    ND,    ND,300440,    ND,unknown
7621_RP,RP,294.78174,0.657, 39268,    ND,14809000,5713400,unknown
7622_RP,RP,294.85239,0.686,    ND,    ND,    ND,241320,unknown
7628_RP,RP,294.99887,7.11,    ND,    ND,649710,    ND,unknown
7644_RP,RP,295.129,1.643,    ND,307810,    ND,994980,unknown
7683_RP,RP,296.15216,4.797,    ND,    ND,905330,    ND,unknown
1746_HILICPos,HILICPos,296.17035,2.224,    ND,    ND,10134000,    ND,unknown
7686_RP,RP,296.17062,2.487,    ND,    ND,1402300,1052900,unknown
7688_RP,RP,296.17078,4.144,    ND,    ND,1003600,1912300,unknown
1747_HILICPos,HILICPos,296.18585,2.205,    ND,    ND,8782800,    ND,unknown
7703_RP,RP,296.77884,0.658,    ND,    ND,5419000,2151400,unknown
7706_RP,RP,296.88199,0.654,    ND,    ND,1779500,802090,unknown
7727_RP,RP,297.1084,0.92,532810,501050,1408200,1666500,unknown
7734_RP,RP,297.15448,1.677,    ND,    ND,6828900,    ND,unknown
7737_RP,RP,297.19101,2.59,    ND,    ND,2899600,    ND,unknown
7748_RP,RP,297.81677,0.681,    ND,    ND,    ND,293850,unknown
7755_RP,RP,298.04221,7.718,    ND,    ND,    ND,812280,unknown
7759_RP,RP,298.0968,0.77,614510,1346300,    ND,    ND,unknown
7772_RP,RP,298.16501,0.915,    ND,    ND,374670,287640,unknown
7775_RP,RP,298.1861,1.345,    ND,    ND,18222000,    ND,unknown
7777_RP,RP,298.18643,0.909,570370,    ND,2809400,    ND,unknown
7780_RP,RP,298.22247,1.951,456910,    ND,13954000,    ND,unknown
7783_RP,RP,298.77304,0.667,    ND,    ND,1627500,1300300,unknown
7785_RP,RP,298.88559,0.656,    ND,    ND,682220,630580,unknown
7797_RP,RP,299.07147,1.055,    ND,    ND,1291000,    ND,unknown
7802_RP,RP,299.12396,5.727,    ND,    ND,134290,    ND,unknown
7803_RP,RP,299.12418,0.916,433310,263860,967850,1004400,unknown
7820_RP,RP,299.81372,0.682,    ND,    ND,    ND,260930,unknown
7822_RP,RP,299.88239,0.659,653460,1204500,    ND,    ND,unknown
7832_RP,RP,300.07623,0.898,    ND,    ND,238970,    ND,unknown
7851_RP,RP,300.19608,6.56,2095900,    ND,    ND,    ND,unknown
7852_RP,RP,300.20163,1.638,    ND,    ND,113360000,    ND,unknown
7853_RP,RP,300.20187,1.094,    ND,    ND,1483200,    ND,unknown
7854_RP,RP,300.21707,7.894,    ND,    ND,1115400,1691000,unknown
7863_RP,RP,300.77051,0.68, 53207,    ND,2585400,2106800,unknown
7864_RP,RP,300.81662,0.658,    ND,    ND,4985900,1866100,unknown
7884_RP,RP,301.19125,4.48,    ND,    ND,1995300,1906700,unknown
2173_HILICNeg,HILICNeg,301.68365,8.215,302660,    ND,    ND,    ND,unknown
7924_RP,RP,302.19623,1.663,    ND,    ND,1659700,1124200,unknown
7926_RP,RP,302.19638,4.537,    ND,    ND,    ND,2169600,unknown
7943_RP,RP,302.76782,0.677, 31263,    ND,1709800,1436400,unknown
7944_RP,RP,302.81342,0.659,    ND, 36260,7094500,2674800,unknown
1772_HILICPos,HILICPos,303.11237,2.187,    ND,    ND,172240,193920,unknown
1773_HILICPos,HILICPos,303.20291,2.257,    ND,    ND,285000,1007600,unknown
7981_RP,RP,303.91446,0.65,    ND,376010,    ND,    ND,unknown
7983_RP,RP,303.95926,0.643,    ND,    ND,2360800,3144100,unknown
7988_RP,RP,304.05869,0.749,    ND,    ND,223840,    ND,unknown
8002_RP,RP,304.17578,4.646,    ND,    ND,    ND,5648400,unknown
8005_RP,RP,304.17593,7.806,    ND,    ND,    ND,7098700,unknown
8021_RP,RP,304.81079,0.658,    ND,    ND,3846400,1480000,unknown
8037_RP,RP,305.11493,9.419,2045800,    ND,    ND,    ND,unknown
8044_RP,RP,305.15692,1.642,    ND,    ND,42929000,    ND,unknown
8059_RP,RP,305.99869,6.471,1234200,637570,    ND,    ND,unknown
2203_HILICNeg,HILICNeg,306.01364,9.282,764840,    ND,    ND,    ND,unknown
8091_RP,RP,306.76535,0.657,191810,149390,2840800,1442400,unknown
8092_RP,RP,306.85196,0.714,524910,    ND,466240,628830,unknown
8101_RP,RP,307.08331,0.902,    ND,    ND,    ND,129590,unknown
8111_RP,RP,307.15945,0.841,791490,    ND,    ND,    ND,unknown
1789_HILICPos,HILICPos,308.17029,2.229,    ND,    ND,4527600,3311600,unknown
8132_RP,RP,308.17044,1.593,    ND,    ND,1427400,1195200,unknown
8149_RP,RP,308.76257,0.657,297830,259430,4877100,2216100,unknown
8150_RP,RP,308.86179,0.687,1054600,728090,613670,2122100,unknown
8164_RP,RP,309.11221,5.123,    ND,    ND,581840,467680,unknown
8168_RP,RP,309.13135,7.806,    ND,    ND,    ND,2566900,unknown
1798_HILICPos,HILICPos,309.14465,2.245,    ND,    ND,6829100,5164000,unknown
8186_RP,RP,309.81973,0.651,    ND,    ND,1182100,477720,unknown
8187_RP,RP,309.91119,0.667,    ND,    ND,159810,    ND,unknown
8217_RP,RP,310.75961,0.658,173840,158280,2782000,1432300,unknown
8219_RP,RP,310.85886,0.683,660120,482770,1116900,1419500,unknown
8232_RP,RP,311.12787,8.997,893000,    ND,    ND,    ND,unknown
8234_RP,RP,311.15103,0.958,406570,330860,    ND,    ND,unknown
1805_HILICPos,HILICPos,311.1604,2.24,    ND,    ND,6161800,4368400,unknown
8238_RP,RP,311.16431,9.86,4082600,    ND,    ND,    ND,unknown
8240_RP,RP,311.16443,9.229,580030,    ND,    ND,    ND,unknown
1806_HILICPos,HILICPos,311.18097,2.265,    ND,    ND,3176800,    ND,unknown
8242_RP,RP,311.18567,8.59,    ND,    ND,    ND,2567400,unknown
8243_RP,RP,311.18567,9.552,    ND,    ND,    ND,189870,unknown
8250_RP,RP,311.81674,0.652,    ND,    ND,2398900,896170,unknown
8265_RP,RP,312.20178,1.962,    ND,    ND,2734200,    ND,unknown
8266_RP,RP,312.2019,1.123,485230,    ND,5192600,    ND,unknown
8274_RP,RP,312.78186,0.662,3280500,1464500,32708000,15181000,unknown
8275_RP,RP,312.84259,0.664,    ND,    ND,1055100,855220,unknown
8302_RP,RP,313.24881,4.443,    ND,    ND,184750,    ND,unknown
8306_RP,RP,313.8139,0.65,    ND,    ND,1825400,783090,unknown
8313_RP,RP,314.08975,7.739,    ND,    ND,    ND,201950,unknown
8327_RP,RP,314.18088,1.677,    ND,    ND,31037000,    ND,unknown
8337_RP,RP,314.21747,2.592,595780,    ND,20605000,    ND,unknown
8338_RP,RP,314.2175,1.291,143610,    ND,2217700,    ND,unknown
8340_RP,RP,314.23303,9.211,    ND,    ND,    ND,3610200,unknown
8343_RP,RP,314.7789,0.66,5214000,2422900,53301000,25330000,unknown
8344_RP,RP,314.83923,0.688,    ND,    ND,354140,331940,unknown
8345_RP,RP,314.85953,0.652,    ND,    ND,339120,237270,unknown
2256_HILICNeg,HILICNeg,314.87747,14.914,    ND,    ND,13425000,5086200,unknown
8384_RP,RP,316.00684,1.119,    ND,    ND, 51164,    ND,unknown
8403_RP,RP,316.19672,1.349,    ND,    ND,3751900,    ND,unknown
2262_HILICNeg,HILICNeg,316.73975,4.926,3661500,2519800,18212000,1942200,unknown
8418_RP,RP,316.77606,0.662,3377400,1533200,34252000,16029000,unknown
2267_HILICNeg,HILICNeg,317.12494,2.248,    ND,    ND,1942300,2084600,unknown
8437_RP,RP,317.1825,0.895,    ND,    ND,1146400,1190400,unknown
8447_RP,RP,317.26944,9.712,    ND,    ND, 78193, 79371,unknown
8459_RP,RP,318.16617,1.156,    ND,    ND,421430,346090,unknown
8462_RP,RP,318.19141,4.027,    ND,    ND,    ND,861480,unknown
8463_RP,RP,318.19144,3.079,    ND,    ND,    ND,20520000,unknown
8482_RP,RP,318.77313,0.664,1053400,459070,10711000,5056800,unknown
8484_RP,RP,318.89041,0.718,    ND,    ND,    ND,425500,unknown
8491_RP,RP,319.05386,7.734,    ND,    ND,    ND,13097000,unknown
8510_RP,RP,319.13641,1.678,    ND,    ND,6038500,    ND,unknown
8514_RP,RP,319.173,2.6,167500,    ND,6643900,    ND,unknown
8523_RP,RP,319.84888,0.653,    ND,    ND,1170700,436210,unknown
1845_HILICPos,HILICPos,320.17041,2.239,    ND,    ND,3294400,3458900,unknown
8538_RP,RP,320.17081,4.714,    ND,    ND,    ND,711480,unknown
8547_RP,RP,320.77026,0.665,    ND,    ND,1539200,726530,unknown
8569_RP,RP,321.84555,0.65,    ND,    ND,1840600,726330,unknown
8586_RP,RP,322.17941,4.508,    ND,    ND,    ND,664530,unknown
8602_RP,RP,322.88708,0.658,    ND,    ND,167190,108200,unknown
8617_RP,RP,323.12836,6.294,    ND,    ND,125060,260390,unknown
8630_RP,RP,323.8429,0.653,    ND,    ND,1078600,445030,unknown
8636_RP,RP,324.03284,7.737,    ND,    ND,    ND,334260,unknown
1857_HILICPos,HILICPos,324.14545,2.243,    ND,    ND,3687800,3114500,unknown
8646_RP,RP,324.16711,6.888,    ND,    ND,222970,    ND,unknown
8648_RP,RP,324.2019,1.382,    ND,    ND,5659300,    ND,unknown
8669_RP,RP,325.01685,1.137,    ND,    ND,116500, 33973,unknown
1862_HILICPos,HILICPos,325.13962,2.245,    ND,    ND,4273000,4168300,unknown
1863_HILICPos,HILICPos,325.17599,2.24,    ND,    ND,2069500,1891600,unknown
1864_HILICPos,HILICPos,326.05637,7.234,4098400, 74024,    ND,    ND,unknown
8733_RP,RP,326.70953,5.215,    ND,    ND,872930,281420,unknown
8737_RP,RP,326.83072,0.668,329010,233510,1126700,486990,unknown
8756_RP,RP,327.16476,1.626,    ND,    ND,1104000,    ND,unknown
8757_RP,RP,327.20151,2.107,    ND,    ND,18010000,    ND,unknown
8768_RP,RP,327.78998,0.672,    ND,    ND,1002500,1201900,unknown
2294_HILICNeg,HILICNeg,328.04553,6.871,    ND,    ND,    ND,1977500,unknown
8779_RP,RP,328.10019,5.342,    ND,    ND,255010,173940,unknown
8788_RP,RP,328.16068,1.706,    ND,    ND,2422400,2822600,unknown
1873_HILICPos,HILICPos,328.17566,2.23,    ND,    ND,3553400,3003100,unknown
8794_RP,RP,328.19089,9.418,6169400,    ND,    ND,    ND,unknown
8795_RP,RP,328.19675,2.643,230380,    ND,2493400,    ND,unknown
8800_RP,RP,328.23303,1.639,    ND,    ND,35971000,    ND,unknown
8805_RP,RP,328.74881,0.662,479520,    ND,5095800,2088800,unknown
8817_RP,RP,329.05695,0.727,    ND,143390,    ND,    ND,unknown
2298_HILICNeg,HILICNeg,329.09308,2.255,    ND,    ND,943260,931310,unknown
1879_HILICPos,HILICPos,330.05997,6.954,    ND, 58874,    ND,1910500,unknown
8844_RP,RP,330.06006,0.96,    ND,152330,    ND,    ND,unknown
8848_RP,RP,330.16187,4.597,    ND,    ND,1079800,    ND,unknown
1882_HILICPos,HILICPos,330.21228,2.182,    ND,    ND,10494000,1328500,unknown
8854_RP,RP,330.21243,1.503,355640,    ND,8528700,519880,unknown
8864_RP,RP,330.75299,0.663,828640,    ND,7420000,3059500,unknown
8866_RP,RP,330.84354,0.658,375850,    ND,    ND,    ND,unknown
8877_RP,RP,331.11383,0.918,    ND,    ND,950790,819490,unknown
1886_HILICPos,HILICPos,331.23404,2.254,1826000,    ND,4850100,    ND,unknown
8896_RP,RP,331.61563,7.719,    ND,    ND,    ND, 31095,unknown
8901_RP,RP,331.96243,0.669,    ND,    ND,    ND,2517700,unknown
8919_RP,RP,332.20728,7.805,    ND,    ND,822510,2372700,unknown
8931_RP,RP,332.74994,0.664,539250,    ND,4791800,2008900,unknown
8951_RP,RP,333.15207,2.648,    ND,    ND,783900,    ND,unknown
8952_RP,RP,333.16882,6.343,    ND,    ND,288340,344430,unknown
8962_RP,RP,333.81119,0.658,    ND,    ND,1115700,448350,unknown
8998_RP,RP,334.74704,0.667,    ND,    ND,1530000,663190,unknown
9008_RP,RP,335.09207,0.906,    ND,    ND,173500,    ND,unknown
9021_RP,RP,335.16779,1.5,118840,    ND,2976400,    ND,unknown
9026_RP,RP,335.78162,0.681,    ND,    ND,    ND,147030,unknown
9027_RP,RP,335.80811,0.656,    ND,    ND,774650,306150,unknown
9031_RP,RP,335.88043,0.692,    ND,    ND,    ND,1365600,unknown
9054_RP,RP,336.32642,12.267,    ND,    ND,426800,421860,unknown
9056_RP,RP,336.73486,0.657,    ND,    ND,712280,443860,unknown
9059_RP,RP,336.85907,0.672,    ND,508990,1083400,328880,unknown
9070_RP,RP,337.1441,7.22,    ND,    ND,    ND,173070,unknown
9075_RP,RP,337.2352,9.794,    ND,    ND,218400,220980,unknown
9079_RP,RP,337.82303,0.653,    ND,    ND,794330,410860,unknown
1912_HILICPos,HILICPos,338.16083,7.257,1230500,    ND,    ND,    ND,unknown
1913_HILICPos,HILICPos,338.16089,2.248,    ND,    ND,3082100,2684500,unknown
9094_RP,RP,338.25391,5.678,    ND,    ND,    ND,1218400,unknown
9103_RP,RP,338.77798,0.655,    ND,    ND,1598300,816080,unknown
9104_RP,RP,338.80576,0.654,1086000,966030,1385900,1214900,unknown
2337_HILICNeg,HILICNeg,338.99255,2.907,    ND,14653000,    ND,    ND,unknown
9113_RP,RP,339.06857,7.718,    ND,    ND,    ND,11670000,unknown
9140_RP,RP,339.60437,7.718,    ND,    ND,    ND,3784800,unknown
9141_RP,RP,339.80148,0.685,138270,    ND,365090,1363300,unknown
9153_RP,RP,340.19662,1.749,    ND,    ND,6502000,    ND,unknown
9162_RP,RP,340.25961,4.893,    ND,    ND,1783000,    ND,unknown
9163_RP,RP,340.25974,4.618,    ND,    ND,6171600,2769200,unknown
9173_RP,RP,340.90497,0.698,    ND,    ND,576520,    ND,unknown
9189_RP,RP,341.18088,2.172,    ND,    ND,3059900,    ND,unknown
1935_HILICPos,HILICPos,342.15506,2.243,    ND,    ND,2816500,2626400,unknown
9218_RP,RP,342.21243,3.421,    ND,    ND,1932400,    ND,unknown
9219_RP,RP,342.21246,1.677,    ND,    ND,10234000,    ND,unknown
9220_RP,RP,342.21265,0.977,454760,    ND,3682400,    ND,unknown
9221_RP,RP,342.2489,2.593,    ND,    ND,4981800,715850,unknown
9269_RP,RP,344.22803,2.107,    ND,    ND,134300000,    ND,unknown
9270_RP,RP,344.22815,1.35,    ND,    ND,549940,    ND,unknown
9271_RP,RP,344.22815,1.455,    ND,    ND,263840,281330,unknown
9277_RP,RP,344.72672,0.656,    ND,    ND,348630,    ND,unknown
9300_RP,RP,345.18457,0.903,130400,    ND,257440,187040,unknown
9310_RP,RP,345.7926,0.686,    ND,    ND,    ND,163040,unknown
1953_HILICPos,HILICPos,346.11816,3.796,    ND,1092200,    ND,    ND,unknown
9324_RP,RP,346.17508,7.007,    ND,    ND,356130,192810,unknown
1955_HILICPos,HILICPos,346.18604,2.239,    ND,    ND,1696000,2188000,unknown
9330_RP,RP,346.20737,1.272,    ND,    ND,5878200,328890,unknown
9332_RP,RP,346.22272,4.186,    ND,    ND,    ND,875650,unknown
9341_RP,RP,346.83545,0.656,    ND,    ND,131030,288180,unknown
2374_HILICNeg,HILICNeg,347.15048,2.264,    ND,    ND,1253800,1830200,unknown
9361_RP,RP,347.19305,0.941,    ND,184530,    ND,440690,unknown
9369_RP,RP,347.79172,0.659,    ND,    ND,296860,149490,unknown
9378_RP,RP,348.07043,0.787,    ND,126700,    ND,    ND,unknown
1963_HILICPos,HILICPos,348.07062,11.521,    ND,    ND,  8969, 24040,unknown
1965_HILICPos,HILICPos,348.16544,2.24,    ND,    ND,2225900,2281600,unknown
9388_RP,RP,348.2124,4.69,    ND,    ND,782330,790210,unknown
9400_RP,RP,348.74619,0.658,    ND,    ND,8080400,3096700,unknown
9402_RP,RP,348.87793,0.657,    ND,    ND,    ND,199840,unknown
9412_RP,RP,349.14685,1.399,    ND,    ND,858210,    ND,unknown
9414_RP,RP,349.18341,2.114,    ND,    ND,33167000,    ND,unknown
9416_RP,RP,349.29532,10.316,    ND,    ND,    ND, 24341,unknown
9418_RP,RP,349.88229,0.724,    ND,    ND,194220,153270,unknown
1972_HILICPos,HILICPos,350.18079,2.243,    ND,    ND,2952600,2593500,unknown
1973_HILICPos,HILICPos,350.1973,2.237,    ND,    ND,1291000,1490500,unknown
9448_RP,RP,350.74326,0.658, 58606,    ND,16125000,6694700,unknown
9472_RP,RP,351.82733,0.696,    ND,107680,    ND,    ND,unknown
9477_RP,RP,352.02777,1.445,    ND,502890,    ND,    ND,unknown
9482_RP,RP,352.12888,7.752,    ND,    ND,    ND,694630,unknown
9502_RP,RP,352.7403,0.657, 46088,    ND,14999000,5803500,unknown
9505_RP,RP,352.92288,0.639,    ND,235460,    ND,    ND,unknown
9510_RP,RP,353.05579,1.292,6579700,    ND,    ND,    ND,unknown
1983_HILICPos,HILICPos,353.13373,2.255,    ND,    ND,1028200,1166800,unknown
9529_RP,RP,353.84586,0.69,247540,    ND,    ND,    ND,unknown
9538_RP,RP,354.13007,0.924,100110,    ND,813570,618800,unknown
1994_HILICPos,HILICPos,354.15454,2.255,    ND,    ND,2353000,2157900,unknown
1995_HILICPos,HILICPos,354.19104,2.234,    ND,    ND,2853800,2010600,unknown
9548_RP,RP,354.2854,5.055,    ND,    ND,    ND,2825300,unknown
9552_RP,RP,354.73734,0.66,    ND,    ND,7043500,2801700,unknown
9602_RP,RP,356.22806,1.404,    ND,    ND,4465800,    ND,unknown
9611_RP,RP,356.73483,0.664,    ND,    ND,2437200,1323100,unknown
9614_RP,RP,356.90918,0.671,    ND,    ND,    ND, 60233,unknown
9634_RP,RP,357.77252,0.679, 69360,    ND,    ND,192530,unknown
2009_HILICPos,HILICPos,358.20728,2.227,    ND,    ND,16450000,    ND,unknown
9643_RP,RP,358.20737,2.169,    ND,    ND,34763000,    ND,unknown
9646_RP,RP,358.24362,3.495,391880,    ND,12284000,2530400,unknown
9647_RP,RP,358.24384,1.467,    ND,    ND,2106800,    ND,unknown
9652_RP,RP,358.729,0.676,    ND,    ND,3102600,2374700,unknown
9653_RP,RP,358.77527,0.66,    ND,    ND,2499900,1166900,unknown
9656_RP,RP,358.88806,0.644,    ND,    ND,722400,462600,unknown
9668_RP,RP,359.18436,6.302,    ND,    ND,232140,284140,unknown
9675_RP,RP,359.83804,0.656,359680,566560,    ND,    ND,unknown
9687_RP,RP,360.11761,7.719,    ND,    ND,    ND,7983300,unknown
2015_HILICPos,HILICPos,360.15015,11.837,    ND,    ND,1204600,    ND,unknown
9699_RP,RP,360.22281,1.663,    ND,    ND,3027200,1153100,unknown
9712_RP,RP,360.72632,0.672, 44944,    ND,2566700,2061400,unknown
9713_RP,RP,360.77237,0.66,    ND,    ND,4655800,2148800,unknown
9731_RP,RP,361.85583,0.684,322570,    ND,    ND,318070,unknown
9756_RP,RP,362.2417,4.624,198580,    ND,380350,203160,unknown
9764_RP,RP,362.76944,0.66,    ND,    ND,3301300,1503500,unknown
9775_RP,RP,363.16278,2.17,    ND,    ND,3828700,    ND,unknown
9777_RP,RP,363.19888,3.51, 61729,    ND,1913300,    ND,unknown
9791_RP,RP,364.06534,0.899,    ND,    ND,    ND, 98075,unknown
9796_RP,RP,364.11768,7.719,    ND,    ND,    ND,344990,unknown
9812_RP,RP,364.72449,0.657, 69996,    ND,1604600,779550,unknown
9813_RP,RP,364.76617,0.662,    ND,    ND,1258300,544070,unknown
9814_RP,RP,364.81085,0.676,    ND,282630, 31150,    ND,unknown
2028_HILICPos,HILICPos,365.10571,11.821,    ND,    ND,6507500,    ND,unknown
9833_RP,RP,365.23041,10.834,    ND,    ND,517380,    ND,unknown
9861_RP,RP,366.72079,0.659,182770,    ND,3064100,1341800,unknown
9862_RP,RP,366.82053,0.688,334060,196690,    ND,1179200,unknown
9866_RP,RP,366.91635,0.725,    ND,    ND,272780,    ND,unknown
9900_RP,RP,367.8927,0.676,    ND,    ND,160480,    ND,unknown
2039_HILICPos,HILICPos,367.97125,14.911,    ND,    ND,2882200,1432300,unknown
9908_RP,RP,368.10367,7.739,    ND,    ND,    ND,520690,unknown
9914_RP,RP,368.22812,1.771,    ND,    ND,5453700,    ND,unknown
9918_RP,RP,368.26483,6.688,    ND,    ND,777180,1349900,unknown
9924_RP,RP,368.71753,0.659,130520,117450,2390600,1156900,unknown
9926_RP,RP,368.81766,0.694,264480,184930, 89690,    ND,unknown
9928_RP,RP,368.9122,0.678,    ND,    ND,398970,212080,unknown
9974_RP,RP,370.74063,0.663,1976500,796280,20424000,9202000,unknown
9975_RP,RP,370.8374,0.662,    ND,    ND,642750,1175700,unknown
9994_RP,RP,371.22781,2.801,    ND,    ND,12422000,    ND,unknown
9997_RP,RP,371.26559,4.403,552070,    ND,1264700,    ND,unknown
10001_RP,RP,371.77237,0.654,    ND,    ND,396800,108840,unknown
10021_RP,RP,372.22302,3.541,516710,    ND,3392500,    ND,unknown
10025_RP,RP,372.2496,4.927,1714100,    ND,4037900,    ND,unknown
10026_RP,RP,372.2594,2.108,    ND,    ND,24850000,    ND,unknown
10035_RP,RP,372.73761,0.662,3821900,1603500,39968000,18165000,unknown
2067_HILICPos,HILICPos,373.07117,8.92,    ND,1146600,    ND,    ND,unknown
10051_RP,RP,373.23352,5.427,    ND,    ND,15746000,    ND,unknown
10059_RP,RP,374.03668,1.282,    ND,878170,    ND,    ND,unknown
10072_RP,RP,374.2388,1.901,475190,    ND,13308000,289990,unknown
10077_RP,RP,374.73465,0.661,3076400,1232200,32389000,14682000,unknown
10079_RP,RP,374.83051,0.664,    ND,    ND,513030,750280,unknown
10082_RP,RP,375.03757,0.808,    ND,    ND,21365000,13829000,unknown
2080_HILICPos,HILICPos,376.19678,2.245,    ND,    ND,1088700,1280500,unknown
10131_RP,RP,376.73169,0.662,1318900,521690,13543000,6278400,unknown
10133_RP,RP,376.84903,0.68,337500,    ND,    ND,455840,unknown
10166_RP,RP,378.72876,0.665,    ND,    ND,3168100,1414100,unknown
10168_RP,RP,378.83237,0.692,    ND,    ND,248660,268070,unknown
10184_RP,RP,379.19409,1.805, 80563,    ND,3092600, 93282,unknown
10197_RP,RP,380.00516,4.913,    ND,    ND,149160,    ND,unknown
10204_RP,RP,380.09537,7.718,    ND,    ND,    ND,3640600,unknown
10227_RP,RP,380.80362,0.654,121630, 97711,138310,310900,unknown
10235_RP,RP,381.13779,4.517,    ND,    ND,159040,210890,unknown
10254_RP,RP,382.05728,9.111,    ND,    ND,10262000,10027000,unknown
10264_RP,RP,382.28024,6.12,732310,    ND,    ND,    ND,unknown
10294_RP,RP,383.96161,0.695, 96811, 74878,    ND,    ND,unknown
2103_HILICPos,HILICPos,384.10968,7.226,33636000,1888900,251500, 17153,unknown
10305_RP,RP,384.22302,2.358,    ND,    ND,3567900,    ND,unknown
10307_RP,RP,384.22342,4.142,    ND, 85097, 97920,125080,unknown
10310_RP,RP,384.29568,6.046,5774000,    ND,2073300,3264800,unknown
10323_RP,RP,385.12933,0.946,    ND,    ND,945580,916390,S-Adenosylhomocysteine
10324_RP,RP,385.17886,10.481,    ND,    ND,    ND,100870,unknown
10326_RP,RP,385.20715,2.892,    ND,    ND,1971700,    ND,unknown
10335_RP,RP,385.31763,4.618,    ND,    ND,1660600,744610,unknown
2114_HILICPos,HILICPos,386.21716,2.255,    ND,    ND,1674700,1568600,unknown
10350_RP,RP,386.23871,2.169,    ND,    ND,6620400,    ND,unknown
10352_RP,RP,386.2388,4.14,    ND,    ND,3470400,    ND,unknown
10360_RP,RP,386.71432,0.667,341850,    ND,3899800,1588200,unknown
10365_RP,RP,386.87775,0.683,    ND,    ND,    ND,167400,unknown
10379_RP,RP,387.74991,0.667,    ND,    ND,506300,285970,unknown
2117_HILICPos,HILICPos,388.12442,8.74,1428100,839030,231660,211360,unknown
10397_RP,RP,388.2179,1.91,    ND,    ND,1469400,    ND,unknown
10398_RP,RP,388.25415,2.801,    ND,    ND,131260000,    ND,unknown
10406_RP,RP,388.71149,0.663,706780,    ND,7084300,2934800,unknown
10407_RP,RP,388.80804,0.677,    ND,    ND,234440,147260,unknown
10416_RP,RP,389.13635,7.562,    ND,    ND,100610,    ND,unknown
10420_RP,RP,389.2511,6.055,4593300,    ND,1531400,3113200,unknown
10445_RP,RP,390.70856,0.663,574630,    ND,5693300,2462000,unknown
10447_RP,RP,390.85571,0.676,    ND,    ND, 86078,105820,unknown
10451_RP,RP,391.01117,0.812,    ND,    ND,474560,356200,unknown
10486_RP,RP,392.20493,4.042,    ND,    ND,5492600,    ND,unknown
